season,player,position,adp_pos_rank,estimate,estimate_source,is_unprojected,band_confidence,p10,p25,p50,p75,p90,p_top12,p_top24,p_bust,powered_by,signal_status,player_id,team,is_rookie,population,value_gap
2026,Jalen Coker,WR,51,133.9,sleeper,False,NORMAL,33.1,69.4,101.5,136.3,168.6,0.022,0.088,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0039491,CAR,0,volatile_rb_wr,1.0
2026,Josh Downs,WR,52,132.1,sleeper,False,NORMAL,31.3,67.6,99.7,134.5,166.8,0.022,0.088,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0038997,IND,0,stable_role,-1.0
2026,Stefon Diggs,WR,53,134.6,sleeper,False,NORMAL,33.8,70.1,102.2,137.0,169.3,0.022,0.088,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0031588,,0,volatile_rb_wr,6.0
2026,Matthew Golden,WR,54,132.3,sleeper,False,NORMAL,31.5,67.8,99.9,134.7,167.0,0.022,0.088,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0040667,GB,0,stable_role,2.0
2026,Jayden Reed,WR,55,136.8,sleeper,False,NORMAL,36.0,72.3,104.4,139.2,171.5,0.028,0.099,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0039146,GB,0,volatile_rb_wr,11.0
2026,Xavier Worthy,WR,56,134.0,sleeper,False,NORMAL,33.2,69.5,101.6,136.4,168.7,0.022,0.088,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0039894,KC,0,stable_role,7.0
2026,Jauan Jennings,WR,57,108.1,sleeper,False,NORMAL,7.3,43.6,75.7,110.5,142.8,0.011,0.025,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0036259,MIN,0,volatile_rb_wr,-3.0
2026,Denzel Boston,WR,58,119.2,sleeper,False,NORMAL,18.4,54.7,86.8,121.6,153.9,0.017,0.055,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0041037,CLE,1,volatile_rb_wr,0.0
2026,Jayden Higgins,WR,59,135.2,sleeper,False,NORMAL,34.4,70.7,102.8,137.6,169.9,0.022,0.091,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0040130,HOU,0,stable_role,14.0
2026,Omar Cooper,WR,60,123.8,sleeper,False,NORMAL,23.0,59.3,91.4,126.2,158.5,0.017,0.061,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0041511,NYJ,1,volatile_rb_wr,4.0
2026,Tyreek Hill,WR,61,97.9,sleeper,False,NORMAL,-2.9,33.4,65.5,100.3,132.6,0.008,0.017,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0033040,,0,volatile_rb_wr,-2.0
2026,Deebo Samuel,WR,62,102.9,sleeper,False,NORMAL,2.1,38.4,70.5,105.3,137.6,0.011,0.022,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0035719,,0,volatile_rb_wr,1.0
2026,Antonio Williams,WR,63,79.5,sleeper,False,NORMAL,-21.3,15.0,47.1,81.9,114.2,0.003,0.011,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0041040,WAS,1,volatile_rb_wr,-2.0
2026,Jerry Jeudy,WR,64,98.1,sleeper,False,NORMAL,-2.7,33.6,65.7,100.5,132.8,0.008,0.017,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate and freshness-controlled (verified against a dated contemporaneous market — Underdog, best ball; format delta on the wording); threshold tiers unvalidated",00-0036407,CLE,0,stable_role,2.0
2026,Rashid Shaheed,WR,65,111.2,sleeper,False,NORMAL,10.4,46.7,78.8,113.6,145.9,0.011,0.03,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0037545,SEA,0,volatile_rb_wr,6.0
2026,Adonai Mitchell,WR,66,52.2,sleeper,False,NORMAL,-48.6,-12.3,19.8,54.6,86.9,0.003,0.003,,powered by Sleeper's projections vs the draft market,"disagreement signal validated in aggregate, freshness-controlled (dated best-ball market; format delta); threshold tiers unvalidated; aggregate validation only — no player-level or sub-group claim",00-0039890,NYJ,0,volatile_rb_wr,0.0
